trimmed_line,is_title,title,index,abstract,article_type,authors,document_type,issue,place_ofpublication,date,pubtitle,year,volume
201. 'The Faggot Who Could Fly' at Center Aug. 8,TRUE,'The Faggot Who Could Fly' at Center Aug. 8,200,"""They had a history of violence and the violence is continuing,"" said Lu Rocha, a member of Amigas Latinas, who presented the study findings July 28. ""What was alarming was that the women admitted they were participating in the violent behavior.""",Newspapers,"Sosin, Kate",News,43,"Chicago, Ill.","Aug 3, 2011",Windy City Times,2011,26
202. Bar foundation awards grants to 23 nonprofits,TRUE,Bar foundation awards grants to 23 nonprofits,201,"The Faggot Who Could Fly - a ""one-transwoman show"" featuring KOKUMO - will take place Monday, Aug. 8, at 7 p.m. at the Hoover-Leppen Theatre at Center on Halsted, 3656 N. Halsted.",Newspapers,Anonymous,News,42,"Chicago, Ill.","Jul 27, 2011",Windy City Times,2011,26
203. Taking it to the streets: Pink Angels,TRUE,Taking it to the streets: Pink Angels,202,"- Apna Ghar, $5,000",Newspapers,Anonymous,News,41,"Chicago, Ill.","Jul 20, 2011",Windy City Times,2011,26
204. WINDY TIMES CITY 12th Annual THIRTY under 30,TRUE,WINDY TIMES CITY 12th Annual THIRTY under 30,203,"One group that caused a particular spark was the Pink Angels Anti-Violence Project. Started in 1991 by Alyn Toler (like Adams, ToIer was a former winner of Gay Chicago Magazine's Mr. Windy City contest), the Pink Angels were modeled on the Guardian Angels, which assisted Tolera group.",Newspapers,"Baim, Tracy",News,40,"Chicago, Ill.","Jul 13, 2011",Windy City Times,2011,26
205. Mark Ishaug pushes AIDS agenda in Chicago and far beyond,TRUE,Mark Ishaug pushes AIDS agenda in Chicago and far beyond,204,"[JUAN CALDERON], 25, was born and raised in Humboldt Park, the center of Chicagoâeuro(TM)sÂ Puerto Rican community. Juanâeuro(TM)s experiences with Chicagoâeuro(TM)s Puerto RicanÂ Cultural Center, which date back to his enrollment in the Centerâeuro(TM)s Consuelo LeeÂ Corretjer Daycare, shaped his views regarding the importance of the communityÂ building, self-determination and LGBTQ health advocacy.",Newspapers,Anonymous,General Information,38,"Chicago, Ill.","Jun 22, 2011",Windy City Times,2011,26
206. House holds DOMA-DoJ hearing,TRUE,House holds DOMA-DoJ hearing,205,"Iâeuro(TM)m always looking for the intersection. Iâeuro(TM)m doing a big project with the National Network to End Domestic Violence, helping build curricula for DV providers and AIDS providers. Thatâeuro(TM)s the kind of stuff that really energizes me: looking at where we can intersect our worlds. Because people with AIDS donâeuro(TM)t live in a silo, theyâeuro(TM)re not just people with AIDSâeuro?theyâeuro(TM)re people with everything else.",Newspapers,"Toce, Sarah",Interview,37,"Chicago, Ill.","Jun 15, 2011",Windy City Times,2011,26
207. U.S. AIDS Confab in Chicago this year,TRUE,U.S. AIDS Confab in Chicago this year,206,"""We would agree on so much if we weren't in a hotly contested political arena where its not in anyone's interest to agree issue,"" said [Maggie Gallagher]. ""I believe there are gay people who are wonderful parents,"" she added. ""And it's interesting to me that, no matter how hard I try to avoid it, people interpret what I say as a condemnation of gay people and their parenting skills -cause that's not my intent.""",Newspapers,"Keen, Lisa",News,29,"Chicago, Ill.","Apr 20, 2011",Windy City Times,2011,26
"208. Meredith Baxter on new book, coming out",TRUE,"Meredith Baxter on new book, coming out",207,"Colón hopes the conference will also put youth issues on the spot. She feels that youth in Chicago aren't worried about HIV because drugs have made AIDS manageable. Colón said she is pushing for more dialogue at the conference on young people and AIDS because, she said ""in past conferences, there has not been a lot of attention given to youth. ... HIV/AIDS is not a reality anymore for them.""",Newspapers,"Sosin, Kate",News,29,"Chicago, Ill.","Apr 20, 2011",Windy City Times,2011,26
209. PASSAGES: Elizabeth Tocci,TRUE,PASSAGES: Elizabeth Tocci,208,"MB: I called my manager when I got off the cruise and approached the subject and he said, ""By the way, Perez Hilton, The Star, The Globe and The Enquirer are calling us and want to the know the story. They have pictures of you and your girlfriend."" I didn't know what was supposed to happen; I wasn't going to deny anything. I just wanted a quiet life - you know, as we do. I was not looking for anything.",Newspapers,"Nunn, Jerry",Interview,11,"Chicago, Ill.","Dec 15, 2010",Windy City Times,2010,26
210. The Piano Teacher,TRUE,The Piano Teacher,209,"Elizabeth E. Tocci, a Chicago Gay &amp; Lesbian HaLL of Fame inductee who owned and ran Calumet City's The Patch - which became one of the oLdest Lesbian-owned establishments in the country - passed away Dec. 5 in her sleep.",Newspapers,Anonymous,Obituary,10,"Chicago, Ill.","Dec 8, 2010",Windy City Times,2010,26
211. calendar Q,TRUE,calendar Q,210,"Atrocities don't stop at first-hand witnesses, however. Cruelty, with its implication of dominance, exerts its own fascination (what Sunday-School pupil hasn't wondered just what it would feel like to be nailed to a cross?). For those not yet firmly grounded in their abhorrence of inhumanity, the cautionary tales of parents - particularly when recounted too vividly - can backfire in their intent. Playgoers striving to pinpoint the source of Mr.",Newspapers,"Barnidge, Mary Shen",Theater Review,7,"Chicago, Ill.","Nov 17, 2010",Windy City Times,2010,26
"212. Scott Lee Cohen on LGBTs, comeback",TRUE,"Scott Lee Cohen on LGBTs, comeback",211,"Carpenters Halloween It's the return of The Scooty &amp; JoJo Show's cult hit Carpenters Halloween, the spine-shivering send-up of John Carpenter's slasher classic set to the The Carpenters' classic songs. Opening Oct. 21 and plays only 8 performances through Oct. 31. $15-$25 per person. 8 p.m., Circuit Night Club, 3641 N Halsted St, http://www.scootyjojo.com",Newspapers,Anonymous,General Information,3,"Chicago, Ill.","Oct 20, 2010",Windy City Times,2010,26
213. Sheila Simon on her office and equality,TRUE,Sheila Simon on her office and equality,212,"I don't know all of the issues regarding LGBT equality so I want to find out about all the issues. Why do we have to have ""Don't Ask, Don't Tell?"" It doesn't make sense to me since it's a type of discrimination against gays and lesbians and I think it should be abolished - but will the Senate abolish it as quickly as you are asking? I don't know.",Newspapers,"Maxwell, Carrie",Interview,3,"Chicago, Ill.","Oct 20, 2010",Windy City Times,2010,26
214. Lesbian appointed Cook County judge,TRUE,Lesbian appointed Cook County judge,213,"SS: The duties of the lieutenant governor are fairly open-ended. The state constitution requires the lieutenant governor to be available to replace the governor, and that's about it as far as constitutional duties go. There are some important statutory duties, like heading the Rural Council and the Illinois River Coordinating Council. But there are a lot of open-ended opportunities.",Newspapers,"Streit, Meghan",Interview,3,"Chicago, Ill.","Oct 20, 2010",Windy City Times,2010,26
215. Margaret Cho: Comic/actress is 'Cho Dependent',TRUE,Margaret Cho: Comic/actress is 'Cho Dependent',214,"[Mary Trew], an out lesbian, told Windy City Times that Judge James Epstein, who is running unopposed for an appellate court seat, retired early to spend time with his children. Last month, Trew called the Illinois Supreme Court, and interviewed for a judicial position through state justice Anne Burke's committee. The committee recommended Trew to Burke.",Newspapers,"Davis, Andrew",News,3,"Chicago, Ill.","Oct 20, 2010",Windy City Times,2010,26
216. Carousel,TRUE,Carousel,215,"[Margaret Cho]: It's Like, urn, it's Like my kind of approach to the Divine Miss M; if s very Cher. If s kind of Like Donna Summer, with some Patsy Cline thrown in - it's basicaLLy a Lot of fag hags roLLed into one! If s also great music too, and it's my approach to being a different kind of diva. I think it's exciting.",Newspapers,"Peregrin, Tony",Interview,48,"Chicago, Ill.","Sep 1, 2010",Windy City Times,2010,25
217. Reefer Madness: The Musical,TRUE,Reefer Madness: The Musical,216,"In fact, Julie's best friend, Carrie (Elizabeth Lanza), has more songs and considering she's in a much more pLeasant, abuse-free relationship, the musicaL is almost more LikabLe when she's being featured. It also helps that her husbandto-be, the red-cheeked fisherman Mr. Enoch Snow (George Keating) is the closest thing the show has to comic relief other than the second act opener ""A Real Nice Clambake,"" which wasn't necessarily supposed to be funny.",Newspapers,"Chaitman, Steven",Theater Review,46,"Chicago, Ill.","Aug 18, 2010",Windy City Times,2010,25
218. Confab looks at queers and sex offenders,TRUE,Confab looks at queers and sex offenders,217,"The film was just 67 minutes, yet composer [Dan Studney] and lyricist [Kevin Murphy]'s musical adaptation fills out to a flabby two hours. It's about a half hour too long since Studney and Murphy's material is stuffed with caricatures instead of real characters you actually give a damn about. It also isn't nearly as clever as it should be (we don't really need yet another Jesus Christ visitation production number).",Newspapers,"Morgan, Scott C",Theater Review-Mixed,44,"Chicago, Ill.","Aug 4, 2010",Windy City Times,2010,25
"219. Jose Rios: Police LGBT liaison, and loving it",TRUE,"Jose Rios: Police LGBT liaison, and loving it",218,"One major problem with the punishment of RSOs is that the laws are made so that ""one size fits all,"" instead of being calibrated to reflect the severity of the crime. For that reason, someone who looks at child pornography may be punished exactly like someone who rapes a child. According to [Richard Wright], these laws are not only burdensome on RSOs but also extremely expensive because state and local agencies have to funnel valuable time and energy into constant monitoring of sex offenders.",Newspapers,"Nair, Yasmin",News,35,"Chicago, Ill.","Jun 2, 2010",Windy City Times,2010,25
220. calendar,TRUE,calendar,219,"I'm the gay officer friendly,"" laughed [Jose Rios]. ""And the department has been very supportive. My commanders have been fantastic. If I need to go to another district, they have no problem. They say, 'go, do what you need to do. You're a Chicago Police Officer and you're the liaison to the LGBT community.",Newspapers,"Leventhal, Micki",Feature,34,"Chicago, Ill.","May 26, 2010",Windy City Times,2010,25
221. DADT enforcement changes announced,TRUE,DADT enforcement changes announced,220,"Dining Out For Equality Equality Illinois will host its inaugural Dining Out For Equality event at restaurants across the city to help raise funds needed for the fight to win equal rights for LGBT people in Illinois. Participating restaurants include Big Jones, Crew Bar &amp; Grill, Francesca's Bryn Mawr, [N.",Newspapers,Anonymous,General Information,32,"Chicago, Ill.","May 12, 2010",Windy City Times,2010,25
222. Sharmili Majmudar: Believing in a better world,TRUE,Sharmili Majmudar: Believing in a better world,221,"United States Defense Secretary Robert Gates announced changes in the Pentagon's ""Don't Ask, Don't TeLL"" (DADT) poLicy March 25- modifications to the poLicy, he said, ""that are consistent with the existing"" Law, but nonetheLess wouLd ease the enforcement of it, according to generaL standards of ""common sense"" and ""common decency.""",Newspapers,"Colbert, Chuck",News,26,"Chicago, Ill.","Mar 31, 2010",Windy City Times,2010,25
223. Drug task force starts Web site,TRUE,Drug task force starts Web site,222,"Now 36 and a Licensed clinicaL social worker, [Majmudar]'s work focuses on trauma and violence against women and queer peopLe. ""Looking at the individual consequences of oppression but also at what systemic responsibility we have to changing the very conditions that allow and create that trauma and oppression,"" she said. ""The eternaL question is 'Where do we start?' Do we start Locally, as in 'peace begins at home' or do we have a responsibility to be also addressing...",Newspapers,"Leventhal, Micki",News,25,"Chicago, Ill.","Mar 24, 2010",Windy City Times,2010,25
224. Cubs' Laura Ricketts: Owner making history,TRUE,Cubs' Laura Ricketts: Owner making history,223,"Pamela McCann, one of the task force's new co-chairs, stated that the site cover material the task force developed over nine months.",Newspapers,"Davis, Andrew",News,21,"Chicago, Ill.","Feb 24, 2010",Windy City Times,2010,25
225. Gay candidates net mixed results,TRUE,Gay candidates net mixed results,224,"Since 1991 Cubs Care has given over $15 million. They've given over $1 mi'llion a year the last five years,"" laura said.",Newspapers,"Baim, Tracy",News,21,"Chicago, Ill.","Feb 24, 2010",Windy City Times,2010,25
226. Will faith-based agencies help Haiti's gay community?,TRUE,Will faith-based agencies help Haiti's gay community?,225,"John DaLton easily won the Democratic primary for the 16th Circuit, Kane, ""A"" vacancy. Following his victory, he told Windy City Times, ""[The win] was very humbLing. As I said Last night to the peopLe gathered at my house Last night, a candidate is not a campaign ... and I had a tremendous amount of help.",Newspapers,"Davis, Andrew",News,19,"Chicago, Ill.","Feb 10, 2010",Windy City Times,2010,25
227. Guide to the Gays,TRUE,Guide to the Gays,226,"Ironically, homosexuality has been legal in Haiti since 1986. But few protections and provisions come with it. For example, same-sex marriage, and civil unions are not recognized. Ifs unclear whether lGBTQ couples can adopt children or have custody of their own children. lGBTQ Haitians don't openly serve in the military.",Newspapers,"Monroe, Irene",Commentary,18,"Chicago, Ill.","Feb 3, 2010",Windy City Times,2010,25
228. Mary Trew,TRUE,Mary Trew,227,"The skinny: A part-time instructor at Columbia College Chicago for almost 17 years, laiacona told Windy City Times (in an interview that ran Oct. 21) that he is a better candidate than incumbent Rep.",Newspapers,Anonymous,Feature,17,"Chicago, Ill.","Jan 27, 2010",Windy City Times,2010,25
229. 100 AND UNDER Holday Gift Guide,TRUE,100 AND UNDER Holday Gift Guide,228,"Thafs the direction my career took. First, I represented peopLe in Detroit who couLdn't afford Lawyers in criminal matters, so I did a Lot of aiminal defense work. Upon moving to Chicago in January of 1991, I started working with an agency caLLed Pro Bono Advocates as a staff attorney. Eventually, I became the executive director of that agency in 1996 and we changed the name in 2005 to the Domestic Violence LegaL Clinic.",Newspapers,"Davis, Andrew",Interview,17,"Chicago, Ill.","Jan 27, 2010",Windy City Times,2010,25
230. Letter,TRUE,Letter,229,"George Michael may have grabbed headlines in recent years for various off-stage antics, but it's still the man's music that draws people to him. Live in London, the first live DVD of Michael's career, showcases 23 songs, including ""Faith,"" ""Freedom"" and many more. Recorded and filmed at the final two concerts in London's Earls Court arena on Aug. 24-25, these shows marked the end of his 25 Live Tour.",Newspapers,Anonymous,General Information,9,"Chicago, Ill.","Dec 2, 2009",Windy City Times,2009,25
231. County board candidates vie for gay vote,TRUE,County board candidates vie for gay vote,230,"""Don't Ask, Don't TeLL"" (DADT) has rightfully come under attack again. The American Medical Association recentLy voted to oppose DADT, saying the poLicy of forcing gay service members to keep their sexual orientation a secret from their physicians has a chiLLing effect on communication and is a bad Law. These conclusions are neither new nor unexpected.",Newspapers,"Zuley, Bob",Letter,9,"Chicago, Ill.","Dec 2, 2009",Windy City Times,2009,25
232. LGBTs and cyberstalking,TRUE,LGBTs and cyberstalking,231,"When asked how he'd ensure equitable distribution of funding among Cook County communities to treat and prevent STIs, O'[Brien] said he would Look to organizations Like Affinity and AIDS Foundation of Chicago for guidance. ""What we need to do in county government is work with community groups,"" he said.",Newspapers,"Streit, Meghan",News,9,"Chicago, Ill.","Dec 2, 2009",Windy City Times,2009,25
233. Center's domestic-violence safety campaign in gear,TRUE,Center's domestic-violence safety campaign in gear,232,"""If a person experiences some postings about them on MySpace or Facebook, they often don't have a Lot of resources,"" [Rebecca Dreke] explained. ""Law enforcement wiLL say, 'Was there a threat, and was there a previous relationship?'""",Newspapers,"Streit, Meghan",News,7,"Chicago, Ill.","Nov 18, 2009",Windy City Times,2009,25
234. Groups speak on healthcare reform,TRUE,Groups speak on healthcare reform,233,"For more information about Safer Dating Online, Safer Hook-Ups OnLine, Sexual VioLence Tips, Street Safety Tips and Trans Dating Tips visit the Center's Anti-VioLence Project, pLease visit www.centeronhalsted.org, click on Programs and then the Anti-VioLence...",Newspapers,Anonymous,News,2,"Chicago, Ill.","Oct 14, 2009",Windy City Times,2009,25
235. Steinem speaks,TRUE,Steinem speaks,234,"""The way our system is set up the insurance companies are legally allowed to discriminate against people with certain types of illnesses, such as HIV,"" stated one AFC leader. ""HIV/AIDS groups have a significant role in the fight for healthcare reform. We really have an opportunity here to determine how those living with AIDS get access to healthcare as well as the opportunity to secure preventative care for all American citizens.""",Newspapers,"Rehwinkel, Chasse",News,1,"Chicago, Ill.","Oct 7, 2009",Windy City Times,2009,25
236. NATIONAL ROUNDUP,TRUE,NATIONAL ROUNDUP,235,"The scheduled speaker, Dr. Maya Angelou, was unable to attend the event due to medical reasons, leaving a bittersweet feeling as attendees arrived to hear the news that feminist icon Gloría Steinern had agreed to take the stage instead.",Newspapers,"Dewey, Charlsie",General Information,51,"Chicago, Ill.","Sep 23, 2009",Windy City Times,2009,24
237. BILLY MASTERS,TRUE,BILLY MASTERS,236,"At the U.S. Open tennis tournament, a man was arrested after he ran onto the court at Arthur Ashe Stadium to kiss Spanish player Rafael Nadal after the athLete's win over Frenchman GaeL MonfiLs Sept. 8, according to CBSSports.com. The fan - Noam U. Aorta of Queens, N.Y. - was arrested for interfering with a sporting event, and wiLL be charged with trespassing. NadaL said, ""For me, it wasn't a problem. The guy was reaLLy nice. He said, 'I Love you,' and he kissed me.""",Newspapers,"Davis, Andrew",General Information,50,"Chicago, Ill.","Sep 16, 2009",Windy City Times,2009,24
238. Presenters look at stopping violence,TRUE,Presenters look at stopping violence,237,"You may remember Charles Perez from the TV show ""American Journal"" or the cleverly-named talk show ""The Charles Perez Show"" You may even recall him as Norm Korpi's love interest on the first season of ""The Real World"" More recently, he's been an anchor of the evening news at the ABC affiliate in Miami. Then Perez was moved to the weekend news - something that, admittedly, happens to people all the time.",Newspapers,"Masters, Billy",General Information,46,"Chicago, Ill.","Aug 19, 2009",Windy City Times,2009,24
239. Health summit Aug. 14-18,TRUE,Health summit Aug. 14-18,238,"[Molly Herrmann] discussed strategies for different levels, with the end goal being gradual evolution toward community ownership of the issue of IPV. For example, with level 2 (defined as ""denial/resistance""), tactics include one-on-one visits, the discussion of descriptive local incidents related to the issue and the presentation of information to local community groups.",Newspapers,"Davis, Andrew",News,46,"Chicago, Ill.","Aug 19, 2009",Windy City Times,2009,24
240. Health summit Aug. 14-18,TRUE,Health summit Aug. 14-18,239,"Organizers of the 2009 National LGBTI Health Summit announced that, in collaboration with the Bisexual Health Summit, close to 100 workshops, plenaries and town halls will be offered at this year's event.",Newspapers,Anonymous,General Information,41,"Chicago, Ill.","Jul 15, 2009",Windy City Times,2009,24
241. Farrah Fawcett dies at 62,TRUE,Farrah Fawcett dies at 62,240,"Organizers of the 2009 National LGBTI Health Summit announced that, in collaboration with the Bisexual Health Summit, close to 100 workshops, plenaries and town halls will be offered at this year's event.",Newspapers,Anonymous,News,40,"Chicago, Ill.","Jul 8, 2009",Windy City Times,2009,24
242. 30 UNDER THIRTY HONORS,TRUE,30 UNDER THIRTY HONORS,241,"Local TV stations will pay tribute to [Farrah Fawcett]. Beginning Saturday, June 27, and all through next week, Me-TV and THIStv will feature tributes to her. Me-TV (WCIU DT 26.2, Comcast Digital Cable Channel 223, DirecTV Channel 23, DISH Network Channel 23) will run episodes of [Charlie]'s Angels Monday-Friday, June 29-July 3, at 11 a.m. and 12 p.m.",Newspapers,Anonymous,Obituary,40,"Chicago, Ill.","Jul 1, 2009",Windy City Times,2009,24
243. Vernita Gray: Fighting for 40 years,TRUE,Vernita Gray: Fighting for 40 years,242,"[JORDAN HEINZ] started in 2005 as the firm's first openly gay attorney. Since then, Jordan has led the development of the Kirkland &amp; Ellis' LGBT community, which is now one of the largest and most active in the Chicago legal market. Aside from his primary practice, Jordan spends his time as the associate pro bono coordinator, a position that allows him to increase the firm's pro bono practice through placing those cases with attorneys.",Newspapers,Anonymous,Feature,39,"Chicago, Ill.","Jun 24, 2009",Windy City Times,2009,24
244. 'Straight' talk from Debra Chasnoff,TRUE,'Straight' talk from Debra Chasnoff,243,"I feel it is imperative to work with both populations because the services didn't exist 50 years ago,"" said [Gray]. ""And really, when we talk about seniors, they still don't exist. I am a product of my time. When I was a youth, I had friends who were homeless. Now I have a friend who went into a senior residence and when I saw the way that she was being treated in there, I was appalled. We still have work ahead of us because we aren't all glamorous gays like you see on TV.",Newspapers,"Marinkovich, Paul",Feature,32,"Chicago, Ill.","May 6, 2009",Windy City Times,2009,24
245. Yes Means Yes! Visions of Female...,TRUE,Yes Means Yes! Visions of Female...,244,"DC: We ask straight-identified youth how they are affected by anti-gay prejudice. I'm struck by reactions from heterosexual men, both teenagers and adults, who have come up to me in tears saying, ""The film just expressed everything I feel inside but never said to anybody. It made so much sense to me."" Often, when we address homophobia, it is couched in this framework of equality for LGBT people and gay rights.",Newspapers,"Feder, Sam",Interview,27,"Chicago, Ill.","Apr 1, 2009",Windy City Times,2009,24
246. A look back: Talking with Burris,TRUE,A look back: Talking with Burris,245,"Take, for example, ""Killing Misogyny,"" where Cristina Tzintzún writes about her long-term partner Alan's repeated infidelity.",Newspapers,"Nair, Yasmin",Book Review,23,"Chicago, Ill.","Mar 4, 2009",Windy City Times,2009,24
247. On the Shore of the Wide World,TRUE,On the Shore of the Wide World,246,"RB: That's fine. It could be 30 percent or 40 percent of the population. But when you're dealing with my personal, inner beliefs, and my gay friends have respected my views on this because they have parents the same way ... this is something that I'm not new at discussing. They've been trying to convince me [to support samesex marriage] and some of them haven't been able to do it.",Newspapers,Anonymous,Interview,15,"Chicago, Ill.","Jan 7, 2009",Windy City Times,2009,24
248. The Young Ladies of...,TRUE,The Young Ladies of...,247,"For Griffin Theatre's American premiere of Stephens' working-class British drama, director Jonathan Berry and set designer Marianna Czaszar wallow in bleakness: Secondhand chairs with torn upholstery are strewn about the stage like a bombed-out antique shop.",Newspapers,"Morgan, Scott C",Theater Review,5,"Chicago, Ill.","Oct 15, 2008",Windy City Times,2008,24
249. Beyond the wall: LGBT police,TRUE,Beyond the wall: LGBT police,248,"Like the hanging stars in the Carousel film, letters addressed to Mac's dad float above Courtney O'Neill's clever paper-filled set. When the letters rain down on Mac, it's one of the show's funniest moments.",Newspapers,"Morgan, Scott C",Theater Review,5,"Chicago, Ill.","Oct 15, 2008",Windy City Times,2008,24
250. Del Martin dies,TRUE,Del Martin dies,249,"It's a frustrating situation, but one which hopefully will be addressed soon. The sharing of ideas and finding solutions by interforce and cross-departmental communication is one way to hasten the progress. [Richardson] is excited that Chicago will host The 14th Annual Conference of LGBT Criminal Justice Professionals in 2010: ""The conference should be huge. This year, it was in D.C. It brings together law enforcement professionals and GOAL members from all over the world.",Newspapers,"Keehnen, Owen",News,51,"Chicago, Ill.","Sep 3, 2008",Windy City Times,2008,23
251. Anita Alvarez holds Pride reception,TRUE,Anita Alvarez holds Pride reception,250,"""It's impossible to overstate [Del Martin]'s importance in the struggle for LGBT rights and dignity,"" said Lambda Legal Senior Counsel Jennifer C. Pizer. ""When she and [Phyllis Lyon] started Daughters of Bilitis, they were nearly alone in Joe McCarthy's America. ... Everything we've accomplished-marriage rights, anti-discrimination protections in the workplace, even the ability to visit our partners in the hospital-owes a vast debt to her work and example.""",Newspapers,Anonymous,Obituary,51,"Chicago, Ill.","Sep 3, 2008",Windy City Times,2008,23
252. 30 UNDER THIRTY 2008,TRUE,30 UNDER THIRTY 2008,251,"[Anita Alvarez] took time out from greeting supporters like Chicago Alderman Tom Tunney Metropolitan Water Reclamation Commissioner Debra Shore and Illinois State Representative Greg Harris to share her commitment to the LGBT community. ""I started in this office wanting to help people and that's pretty much why I stayed. As far as the LGBT community I've handled cases of domestic violence, sometimes I think people forget that is an issue as well in this community, and it is an issue.",Newspapers,"Garcia, Emmanuel",News,41,"Chicago, Ill.","Jun 25, 2008",Windy City Times,2008,23
253. Partner violence among forum topics,TRUE,Partner violence among forum topics,252,"At age 20, [LIZ MARR] and her friend R.J. Sarna started a group called Pride Gathering, which threw picnics in the suburbs. At age 26, Marr decided to reform the group and make it bigger with more of a purpose. With the help of her friends, lead photographer Nick Miller, lead promoter Brad Stone, co-founder R.J.",Newspapers,Anonymous,Feature,41,"Chicago, Ill.","Jun 25, 2008",Windy City Times,2008,23
254. Gay marriage and immigration: Laboring over love,TRUE,Gay marriage and immigration: Laboring over love,253,"These and other points were raised at a May 24 day-long panel and community discussion, ""Violence Within and Against Queer Communities,"" organized by the National Coalition of Anti-Violence Projects at the Center on Halsted, 3656 N. Halsted. The event's panel featured Alicia Vega, co-chair of Amigas Latinas, and Ann Russo and Michelle VanNatta. The latter two women represented Women and Girls Community Action Network (WGCAN) and the Queer Transformative Justice Project.",Newspapers,"Nair, Yasmin",News,37,"Chicago, Ill.","May 28, 2008",Windy City Times,2008,23
255. Gay pioneer Larry McKeon dies at 63,TRUE,Gay pioneer Larry McKeon dies at 63,254,"Somehow, the rights of the undocumented have become conflated with the ""marriage rights/gay couples matter more than others"" movement. Queer organizers insisted that their situationas queers whose relationships aren't recognized by the state (because, apparently, only marriage can legitimize a relationship)-was equal to that of the undocumented. Never mind the fact that none of them faced the harrowing issues of the undocumented.",Newspapers,"Nair, Yasmin",Commentary,37,"Chicago, Ill.","May 28, 2008",Windy City Times,2008,23
256. Confab focuses on LGBTs and immigration,TRUE,Confab focuses on LGBTs and immigration,255,"""[Larry McKeon] created positive change wherever he went, and I am proud that he was the City of Chicago's liaison to the lesbian, gay, bisexual and transgender communities from 1992 to 1996. With Larry's leadership, the City's relations improved tremendously with the LGBT communities. Under his leadership, the City's domestic partnership ordinance was passed, and he helped City officials better understand the needs of the HIV/AIDS community.",Newspapers,"Wooten, Amy",News,36,"Chicago, Ill.","May 21, 2008",Windy City Times,2008,23
257. LGBTs part of May 1 immigration march,TRUE,LGBTs part of May 1 immigration march,256,"""It's always intersecting,"" [Shira Hassan] said of both sex trade and immigration issues. ""But it's only in the past year people have been frothing at the mouth about the sex trade and immigration,"" she added.",Newspapers,"Wooten, Amy",News,34,"Chicago, Ill.","May 7, 2008",Windy City Times,2008,23
258. Body language: A dancer confesses,TRUE,Body language: A dancer confesses,257,"So, there will be as many approaches to queer immigration as rainbow flags on May Day. For queers and non-queer immigrants alike, participation itself can be stressful, especially if they have prior criminal records for even minor infractions. But queer organizers are optimistic about creating a safe space as well as solidarity with the larger immigrant-rights movement.",Newspapers,"Nair, Yasmin",News,32,"Chicago, Ill.","Apr 23, 2008",Windy City Times,2008,23
259. David Halperin on what gay men want,TRUE,David Halperin on what gay men want,258,"It's hard talking about sexuality and [other issues] because I come from a Christian family background. Me becoming an exotic entertainer-I had no idea that this [career] was something that was already in my family. I thought, ""I'm seeing Mom dance, and I'm seeing Chippendales dance,"" but even after I wrote the book, my grandmother sat me down for two to three hours and said, ""This is no mistake."" Nobody wanted to tell me what was going on.",Newspapers,"Davis, Andrew",Interview,30,"Chicago, Ill.","Apr 9, 2008",Windy City Times,2008,23
260. Rev. Jeremiah Wright Gets LGBT Support,TRUE,Rev. Jeremiah Wright Gets LGBT Support,259,"[David Halperin], author of What Do Gay men Want?, will be a guest at Project CRYSP's upcoming community forum on gay men's health, ""'Good' Sex? 'Bad' Sex? Just What Do Gay men Want Anyway?"" The forum, which will also feature panel experts such as DePaul University's Dr. Gary Harper and Northwestern University's Dr. Michèle Morales, will take place Thurs., April 17, 6 p.m., at the Center on Halsted, 3656 N. Halsted.",Newspapers,"Wooten, Amy",Interview,30,"Chicago, Ill.","Apr 9, 2008",Windy City Times,2008,23
261. The Revolution Will Not Be Funded: Beyond the Non-Profit Industrial Complex,TRUE,The Revolution Will Not Be Funded: Beyond the Non-Profit Industrial Complex,260,"Although [Jeremiah Wright] has been inclusive during his years of service, there have been inconsistent moments. In a 2005 article titled ""Maybe I Missed Something!"" Wright spoke out against the UCCs decision to endorse same-sex marriage. He wrote, ""Are 44 million Americans with no health care insurance less important than 'gay marriage?"" he wrote. ""Why aren't Black Christians in an uproar about that? Maybe I am missing something!""",Newspapers,"Wooten, Amy",News,28,"Chicago, Ill.","Mar 26, 2008",Windy City Times,2008,23
